BCI3_Flow Step 4 Mean,BCI3_Flow Step 4 Max,BCI3_Flow Step 4 Min,BCI3_Flow Step 4 STD,BCI3_Flow Step 5 Mean,BCI3_Flow Step 5 Max,BCI3_Flow Step 5 Min,BCI3_Flow Step 5 STD,CI2_Flow Step 4 Mean,CI2_Flow Step 4 Max,CI2_Flow Step 4 Min,CI2_Flow Step 4 STD,CI2_Flow Step 5 Mean,CI2_Flow Step 5 Max,CI2_Flow Step 5 Min,CI2_Flow Step 5 STD,RF_Btm_Pwr Step 4 Mean,RF_Btm_Pwr Step 4 Max,RF_Btm_Pwr Step 4 Min,RF_Btm_Pwr Step 4 STD,RF_Btm_Pwr Step 5 Mean,RF_Btm_Pwr Step 5 Max,RF_Btm_Pwr Step 5 Min,RF_Btm_Pwr Step 5 STD,RF_Btm_Rfl_Pwr Step 4 Mean,RF_Btm_Rfl_Pwr Step 4 Max,RF_Btm_Rfl_Pwr Step 4 Min,RF_Btm_Rfl_Pwr Step 4 STD,RF_Btm_Rfl_Pwr Step 5 Mean,RF_Btm_Rfl_Pwr Step 5 Max,RF_Btm_Rfl_Pwr Step 5 Min,RF_Btm_Rfl_Pwr Step 5 STD,Endpt_A Step 4 Mean,Endpt_A Step 4 Max,Endpt_A Step 4 Min,Endpt_A Step 4 STD,Endpt_A Step 5 Mean,Endpt_A Step 5 Max,Endpt_A Step 5 Min,Endpt_A Step 5 STD,He_Press Step 4 Mean,He_Press Step 4 Max,He_Press Step 4 Min,He_Press Step 4 STD,He_Press Step 5 Mean,He_Press Step 5 Max,He_Press Step 5 Min,He_Press Step 5 STD,Pressure Step 4 Mean,Pressure Step 4 Max,Pressure Step 4 Min,Pressure Step 4 STD,Pressure Step 5 Mean,Pressure Step 5 Max,Pressure Step 5 Min,Pressure Step 5 STD,RF_Tuner Step 4 Mean,RF_Tuner Step 4 Max,RF_Tuner Step 4 Min,RF_Tuner Step 4 STD,RF_Tuner Step 5 Mean,RF_Tuner Step 5 Max,RF_Tuner Step 5 Min,RF_Tuner Step 5 STD,RF_Load Step 4 Mean,RF_Load Step 4 Max,RF_Load Step 4 Min,RF_Load Step 4 STD,RF_Load Step 5 Mean,RF_Load Step 5 Max,RF_Load Step 5 Min,RF_Load Step 5 STD,RF_Phase_Err Step 4 Mean,RF_Phase_Err Step 4 Max,RF_Phase_Err Step 4 Min,RF_Phase_Err Step 4 STD,RF_Phase_Err Step 5 Mean,RF_Phase_Err Step 5 Max,RF_Phase_Err Step 5 Min,RF_Phase_Err Step 5 STD,RF_Pwr Step 4 Mean,RF_Pwr Step 4 Max,RF_Pwr Step 4 Min,RF_Pwr Step 4 STD,RF_Pwr Step 5 Mean,RF_Pwr Step 5 Max,RF_Pwr Step 5 Min,RF_Pwr Step 5 STD,RF_Impedance Step 4 Mean,RF_Impedance Step 4 Max,RF_Impedance Step 4 Min,RF_Impedance Step 4 STD,RF_Impedance Step 5 Mean,RF_Impedance Step 5 Max,RF_Impedance Step 5 Min,RF_Impedance Step 5 STD,TCP_Tuner Step 4 Mean,TCP_Tuner Step 4 Max,TCP_Tuner Step 4 Min,TCP_Tuner Step 4 STD,TCP_Tuner Step 5 Mean,TCP_Tuner Step 5 Max,TCP_Tuner Step 5 Min,TCP_Tuner Step 5 STD,TCP_Phase_Err Step 4 Mean,TCP_Phase_Err Step 4 Max,TCP_Phase_Err Step 4 Min,TCP_Phase_Err Step 4 STD,TCP_Phase_Err Step 5 Mean,TCP_Phase_Err Step 5 Max,TCP_Phase_Err Step 5 Min,TCP_Phase_Err Step 5 STD,TCP_Impedance Step 4 Mean,TCP_Impedance Step 4 Max,TCP_Impedance Step 4 Min,TCP_Impedance Step 4 STD,TCP_Impedance Step 5 Mean,TCP_Impedance Step 5 Max,TCP_Impedance Step 5 Min,TCP_Impedance Step 5 STD,TCP_Top_Pwr Step 4 Mean,TCP_Top_Pwr Step 4 Max,TCP_Top_Pwr Step 4 Min,TCP_Top_Pwr Step 4 STD,TCP_Top_Pwr Step 5 Mean,TCP_Top_Pwr Step 5 Max,TCP_Top_Pwr Step 5 Min,TCP_Top_Pwr Step 5 STD,TCP_Rfl_Pwr Step 4 Mean,TCP_Rfl_Pwr Step 4 Max,TCP_Rfl_Pwr Step 4 Min,TCP_Rfl_Pwr Step 4 STD,TCP_Rfl_Pwr Step 5 Mean,TCP_Rfl_Pwr Step 5 Max,TCP_Rfl_Pwr Step 5 Min,TCP_Rfl_Pwr Step 5 STD,TCP_Load Step 4 Mean,TCP_Load Step 4 Max,TCP_Load Step 4 Min,TCP_Load Step 4 STD,TCP_Load Step 5 Mean,TCP_Load Step 5 Max,TCP_Load Step 5 Min,TCP_Load Step 5 STD,Vat_Valve Step 4 Mean,Vat_Valve Step 4 Max,Vat_Valve Step 4 Min,Vat_Valve Step 4 STD,Vat_Valve Step 5 Mean,Vat_Valve Step 5 Max,Vat_Valve Step 5 Min,Vat_Valve Step 5 STD,Label
751.51,752,751,0.50553,751.7,752,751,0.46291,753.07,755,752,0.68755,753.4,755,752,0.79197,133.27,136,130,1.839,133.59,136,131,1.3917,0,0,0,0,0,0,0,0,1578.1,1786,565,360.03,853.83,1042,526,203.83,100.47,102,100,0.58775,100.4,101,100,0.49614,1187.1,1222,1150,11.948,1186.4,1217,1178,7.3025,9461.6,9517,9420,25.608,9484,9571,9419,37.307,9052.8,9136,8993,27.971,9014,9122,8944,45.974,-1055.2,755,-2626,723.76,-601.41,798,-1520,588.74,24.533,27,23,0.81464,23.633,26,21,1.7317,16492,16933,16119,197.91,16503,17229,16040,348.67,19406,20244,19064,270.92,19801,20414,19012,410.21,36.022,2732,-872,604.45,-170.42,542,-811,391.11,16489,17134,15224,348.23,16496,17076,15988,258.61,349.58,358,340,4.8218,348.35,358,342,4.5569,0.4,1,0,0.49543,0,0,0,0,27851,28086,27306,169.71,27343,27534,27066,156.79,48.933,49,48,0.25226,49.571,50,49,0.51355,0
751.52,752,750,0.54728,751.84,752,751,0.36729,753.2,755,751,0.77802,753.41,755,752,0.60959,133.35,136,131,1.4332,133.11,136,131,1.3389,0.021739,1,0,0.14744,0,0,0,0,1558.9,1785,570,381.06,851.14,1045,525,202.74,100.54,101,100,0.50361,100.56,101,100,0.50243,1188,1228,1146,13.035,1186,1212,1179,6.4848,9473,9546,9425,28.652,9497.9,9577,9426,35.184,9040.3,9145,8967,35.991,9014.7,9163,8947,48.355,-1039.1,1210,-2804,874.99,-622.91,902,-1881,717.13,25.239,27,24,0.63892,24.613,27,23,1.5422,16483,16928,15962,227.03,16510,17045,15976,291.76,19438,20100,19044,277.08,19807,20388,19022,436.69,151.76,2282,-999,593.45,-238.64,486,-940,345,16471,16990,15586,305.32,16518,16780,15922,200.61,350.41,361,338,5.6394,350.33,360,343,5.1607,0.34783,1,0,0.48154,0.052632,1,0,0.22942,27840,28156,27322,178.91,27350,27524,27050,167.89,48.935,49,48,0.24964,49.6,50,49,0.50709,0
751.62,753,751,0.53031,751.82,752,751,0.38646,753.32,755,752,0.8437,753.3,755,752,0.66246,133.38,137,129,1.8394,133.44,136,131,1.4061,0.08,1,0,0.27405,0.02,1,0,0.14142,2452.8,2759,949,554.99,1438.3,1710,892,308.73,100.64,102,100,0.63116,100.91,102,100,0.72499,1189.9,1263,1140,20.493,1188.1,1238,1179,11.126,9464.7,9548,9396,35.545,9490.3,9549,9436,36.8,9036.7,9155,8955,47.13,9003.3,9108,8933,44.058,-467.84,1554,-2496,807.74,-301.5,1018,-2382,951.23,27.24,29,26,0.87037,25.5,29,23,1.6301,16344,16984,15932,243.39,16593,17103,15914,326.86,19527,20300,19350,244.94,19820,20522,19300,393.33,-31.68,1306,-959,458.4,-9.8,962,-734,404.01,16522,17352,15748,372.15,16503,16892,16012,212.2,349.9,361,339,6.3511,350.04,359,342,5.2114,0.4,1,0,0.49487,0.083333,1,0,0.28233,27790,27956,27208,159.36,27386,28000,26858,265.12,49.16,50,49,0.37033,50.4,51,49,0.59824,0
751.58,752,751,0.49822,751.87,753,751,0.38752,753.35,755,751,0.83767,753.28,754,752,0.66151,133.21,136,130,1.5293,133.33,135,131,1.2437,0,0,0,0,0,0,0,0,2517.7,2871,944,568.65,1441.5,1725,897,311.45,100.83,102,100,0.72445,100.69,102,100,0.73306,1191,1263,1142,21.172,1187.6,1254,1175,12.016,9463.3,9530,9407,32.362,9477.9,9546,9400,36.491,9033.4,9091,8973,31.528,8998.9,9092,8912,45.343,-1203.7,1733,-3133,880.35,-308.49,1311,-1890,718.23,27.021,30,26,1.1011,25.914,29,23,1.7884,16485,16869,16116,175.42,16657,17220,16239,274.82,19488,20286,19328,254.47,19825,20426,19278,397.87,-52.583,1552,-958,419.57,-70.069,916,-649,383.24,16484,17084,15600,322.84,16564,17014,16056,238.76,350.04,359,337,4.9291,349.08,361,339,5.9014,0.33333,1,0,0.47639,0.21739,1,0,0.42174,27790,27960,27252,160.03,27388,27958,26934,243.65,49.167,50,49,0.37662,50.368,51,49,0.59726,0
751.57,753,751,0.54006,751.78,752,751,0.41682,753.37,755,751,0.88256,753.4,755,752,0.79275,133.57,137,130,1.5,133.1,135,131,1.2207,0,0,0,0,0.040816,1,0,0.19991,2546,2934,937,594.19,1455.9,1732,888,320.14,100.53,102,99,0.8191,100.8,102,100,0.66058,1190.4,1262,1154,19.58,1187.5,1253,1175,12.738,9472.4,9527,9402,33.843,9482,9545,9416,40.164,9021,9100,8936,36.917,8999.5,9071,8907,37.065,-1139.9,1252,-2792,891.26,-261.19,1161,-1943,743.23,27.286,30,26,1.291,25.829,30,24,1.6357,16535,16917,16021,234.04,16688,17368,15727,427.25,19477,20188,19280,253.7,19787,20402,19264,406.96,18.286,1948,-1097,541.13,-96.034,758,-645,380.21,16577,17146,15116,356.13,16520,17010,16006,271.91,349.29,358,341,5.1962,349.28,361,338,4.9204,0.26531,1,0,0.44607,0,0,0,0,27798,28000,27224,151.63,27372,27920,26812,264.62,49.184,50,49,0.39123,50.421,51,49,0.60698,0
751.58,752,751,0.49822,751.77,752,751,0.42252,753.19,755,751,0.891,753.24,755,752,0.7096,133.21,136,129,1.774,133.78,136,131,1.3733,0,0,0,0,0,0,0,0,2567.8,2956,941,599.23,1460.1,1728,890,309.31,100.65,102,100,0.66811,100.6,102,100,0.69486,1191.4,1263,1152,22.019,1188,1253,1176,12.788,9465,9522,9413,28.829,9472.2,9545,9424,31.879,9029.5,9120,8947,38.456,9013.2,9130,8960,38.008,-1335.7,870,-3456,1014.6,-201.14,851,-2489,820.75,27.542,30,26,1.0306,26.303,30,24,1.6674,16466,16953,15919,220.91,16673,17324,15956,340.62,19470,20342,19260,259.11,19777,20384,19252,392.14,-2.1458,1950,-1175,548.66,-97.519,930,-731,466,16564,17274,15846,353.55,16545,16802,16118,155.03,349.38,366,337,5.354,347.52,361,338,4.8511,0.1875,1,0,0.39444,0.047619,1,0,0.21822,27790,28130,27132,182.26,27360,27878,26794,236.52,49.125,50,49,0.33422,50.235,51,49,0.5623,0
751.6,752,750,0.53553,751.83,753,751,0.42337,753.27,755,752,0.76463,753.12,755,751,0.70444,132.96,141,130,2.0624,133.08,135,131,1.2095,0,0,0,0,0,0,0,0,2571.1,2975,943,623.49,1458.1,1739,893,326.17,100.63,102,100,0.70334,100.82,102,100,0.75553,1190.9,1263,1140,21.664,1188.4,1257,1179,13.208,9461.9,9518,9400,29.807,9475.9,9575,9411,36.65,9037.5,9142,8971,40.166,9001.7,9092,8915,40.591,-1204.2,1069,-2754,923.49,-99.333,1139,-1952,773.29,27.563,30,26,0.87291,26.353,29,24,1.873,16534,16901,15976,229.01,16547,17234,15870,370.9,19456,20322,19244,274.13,19789,20494,19206,411.82,-67.542,1172,-907,388.66,-210.61,768,-818,396.83,16584,17506,15726,299.95,16513,16790,15988,221.6,349.06,361,339,5.1174,350.29,360,343,5.0603,0.27083,1,0,0.44909,0.045455,1,0,0.2132,27773,28006,27206,174.99,27362,27838,26884,242.29,49.167,50,49,0.37662,50.167,51,49,0.5145,0
751.65,752,751,0.48332,751.91,753,751,0.40134,753.25,755,751,0.72932,753.48,755,752,0.7794,133.21,136,126,1.762,133.18,136,131,1.3506,0,0,0,0,0.10417,1,0,0.30871,2590.2,2988,943,618,1462.1,1744,891,327.65,100.65,102,99,0.72902,100.66,102,99,0.80531,1190.3,1259,1143,21.013,1187.1,1242,1176,10.904,9465.3,9530,9418,28.923,9485,9564,9429,43.758,9038.1,9143,8974,32.323,9003.5,9095,8909,44.487,-1006.7,1377,-2840,825.06,-7.6667,958,-2466,880.92,26.667,30,25,1.2262,26.676,29,25,1.4506,16737,17305,16177,251.01,16344,17089,15957,247.07,19437,20276,19120,263.89,19814,20562,19216,392.93,1.1042,1102,-867,381.46,-41.179,742,-674,364.75,16535,17606,15930,331.66,16536,16976,16020,243.15,349.48,360,339,5.3554,348.04,355,342,4.1753,0.20833,1,0,0.41041,0.13636,1,0,0.35125,27803,27980,27254,157.49,27388,28016,26846,278.08,49.333,50,49,0.47639,50,51,49,0.343,0
751.57,752,751,0.50121,751.81,752,751,0.39796,753.22,755,751,0.867,753.22,755,752,0.70826,133.09,137,130,1.6306,133.23,136,131,1.4475,0.021739,1,0,0.14744,0,0,0,0,2613.8,3002,934,613.23,1442.4,1746,886,326.61,100.48,102,99,0.62322,100.71,102,100,0.70834,1190.8,1265,1151,21.452,1187.3,1241,1176,11.539,9461.2,9516,9408,29.283,9469.9,9555,9413,31.761,9025.2,9109,8971,31.048,9008.8,9094,8950,37.422,-1295,2112,-3279,1011.2,-635.15,942,-2349,702.33,27.565,30,26,1.0467,26.813,30,24,1.4013,16499,17250,15981,230.71,16542,17133,15809,292.11,19456,20256,19204,276.23,19813,20370,19188,389.98,-29.522,1456,-916,560.83,-78.385,652,-919,443.37,16586,17196,15338,333.98,16533,16870,16036,240.84,348.3,358,337,4.6993,349,359,342,4.0941,0.45652,1,0,0.50361,0.15,1,0,0.36635,27793,27986,27268,151.09,27324,27670,26954,187.29,49.304,50,49,0.46522,50.438,51,49,0.62915,0
751.63,752,751,0.48925,751.88,753,751,0.37853,753.35,755,752,0.78522,753.38,755,752,0.69664,133.31,137,130,1.8353,133.06,136,131,1.2949,0,0,0,0,0.021739,1,0,0.14744,2600.8,3012,951,625.18,1449.4,1748,896,328.78,100.83,102,99,0.72445,100.71,102,100,0.70834,1191.5,1265,1149,22.265,1187.7,1263,1174,15.314,9458.6,9532,9410,29.221,9475,9529,9408,35.424,9025.8,9095,8951,34.89,8993.1,9123,8922,43.01,-1223.2,339,-2900,932.78,-213.26,1315,-2513,968.83,27.583,30,26,1.3019,26.813,30,24,1.7309,16522,16971,15905,240.6,16513,17224,15855,389.45,19428,20138,19128,259.91,19807,20462,19084,419.17,-22.146,1502,-962,520.72,-120.04,668,-955,430.56,16559,17128,15934,264.48,16535,16894,16036,237.78,349.9,360,339,5.751,348.14,355,342,3.5091,0.27083,1,0,0.44909,0.05,1,0,0.22361,27792,28100,27160,171.58,27303,27602,26934,177.83,49.813,50,49,0.39444,50.5,51,49,0.63246,0
751.52,752,750,0.54728,751.88,752,751,0.3226,753,754,749,0.86923,753.3,755,752,0.7354,133.2,138,127,1.9621,133.38,135,131,1.4086,0,0,0,0,0,0,0,0,2608.9,2992,959,621.15,1440.4,1735,880,326.25,100.7,102,100,0.6623,100.74,102,100,0.62701,1191.3,1261,1145,21.933,1187.4,1256,1178,12.444,9456.7,9519,9398,30.535,9467.9,9531,9413,34.336,9025,9101,8955,32.99,9011.7,9079,8940,38.432,-1338.9,1844,-3197,945.97,-449.5,1073,-1989,758.13,27.565,30,26,0.93457,27.031,30,25,1.5757,16626,17212,16046,267.64,16628,17177,15970,276.28,19436,20256,19168,264,19777,20416,19068,436.44,17.696,1074,-1040,464.83,30.923,1020,-654,467.3,16590,17966,15776,352.14,16524,16962,16116,230.45,350.78,361,342,4.7512,349.23,356,342,4.2419,0.32609,1,0,0.47396,0,0,0,0,27820,28334,27234,195.67,27290,27566,26962,168.34,49.304,50,49,0.46522,49.938,50,49,0.25,0
751.39,752,750,0.53658,751.89,753,751,0.37521,753,754,751,0.69921,753.65,755,752,0.65798,133.46,136,128,1.9631,133.35,136,131,1.3625,0,0,0,0,0,0,0,0,2611,3014,943,619.02,1444.4,1738,887,326.18,100.57,102,99,0.68806,100.58,102,100,0.62612,1192.3,1273,1152,24.876,1188.2,1262,1178,13.433,9440.5,9506,9386,31.649,9455.7,9534,9405,35.273,9032.5,9101,8942,37.288,9006.4,9116,8942,45.477,-921.8,1246,-2339,836.79,-480.11,660,-1862,705.17,27.978,31,26,1.2559,27.303,30,25,1.7045,16496,17016,16054,207.49,16551,17375,15995,332.41,19455,20238,19094,272.61,19788,20370,19010,387.88,-26.783,2030,-970,526.86,-45.222,1002,-759,449.53,16626,17160,16020,285.77,16572,17142,16046,268.89,349.39,360,342,4.4795,349,360,342,4.7958,0.26087,1,0,0.44396,0.095238,1,0,0.30079,27802,28076,27114,167.92,27350,27630,27002,181.37,49.652,50,49,0.48154,50.059,51,49,0.42875,0
751.55,752,750,0.54408,751.79,752,751,0.40943,753.23,755,752,0.86509,753.37,755,752,0.63121,133.57,137,125,2.1943,133.18,136,131,1.4094,0.021277,1,0,0.14586,0,0,0,0,2608.3,3020,942,621.05,1448.1,1734,887,324.99,100.68,102,100,0.78315,100.58,102,100,0.62612,1191.3,1265,1141,22.158,1187.3,1249,1176,11.478,9466.2,9513,9416,25.956,9455.6,9556,9402,36.882,9032.7,9089,8978,30.864,8999.3,9109,8930,34.956,-1093.6,1522,-3047,900.88,-576.03,600,-2215,794.15,27.638,31,26,1.0305,27.03,30,24,1.5101,16648,16969,16149,211.84,16586,17037,15876,295,19448,20130,19182,265.63,19798,20532,19124,416.54,-70.723,870,-979,347.83,-1.5926,904,-602,335.04,16552,17024,15684,312.6,16526,16914,15918,260.35,348.98,360,336,4.6227,351,357,343,4.2959,0.34043,3,0,0.59988,0.095238,1,0,0.30079,27793,28002,27204,156.09,27342,27822,26824,236.27,49.872,50,49,0.33732,50.353,51,49,0.60634,0
751.52,752,751,0.50505,751.83,752,751,0.382,753.3,755,751,0.83983,753.42,755,752,0.70247,133.07,136,128,1.6111,133.46,136,131,1.2709,0,0,0,0,0,0,0,0,2608.2,3005,935,606.14,1443.8,1733,892,328.65,100.5,102,99,0.75277,100.55,102,100,0.63255,1190.2,1264,1156,20.365,1188.1,1255,1176,13.738,9468.5,9529,9420,31.52,9463.3,9585,9413,34.441,9024.3,9119,8953,36.726,9006.1,9118,8935,40.84,-1469.4,2028,-3201,956.98,-638.29,875,-2450,801.92,27.609,30,26,1.0641,26.969,30,25,1.3316,16590,17232,16164,225.62,16651,17229,15803,328.46,19431,20118,19104,271.66,19794,20532,19036,454.19,15.304,2758,-840,553.35,-54.115,796,-742,401.96,16567,17116,15558,315.74,16601,16934,16054,208.99,348.48,360,342,4.2413,349.05,359,341,4.6851,0.41304,1,0,0.49782,0.1,1,0,0.30779,27793,28014,27112,156.53,27333,27756,26946,213.43,49.478,50,49,0.50505,50.25,51,49,0.57735,0
751.6,752,751,0.4942,751.79,752,751,0.40943,752.92,754,751,0.87113,753.16,755,751,0.73137,132.88,136,127,1.7939,133.18,135,131,1.2529,0.020833,1,0,0.14434,0.021277,1,0,0.14586,2575,3005,938,641.75,1453.5,1740,889,328.11,100.5,102,99,0.74377,100.47,102,100,0.702,1191.1,1266,1161,21.97,1187.7,1252,1179,12.888,9472.6,9525,9422,29.601,9468.7,9550,9397,39.451,9027,9116,8951,34.159,8995.6,9096,8908,48.148,-1189.3,1033,-2611,729.61,-340.49,1058,-2331,773.66,27.417,31,26,1.1267,26.939,30,24,1.4777,16680,17103,16151,243.1,16540,17026,15932,303.44,19467,20162,19148,256.18,19810,20470,19080,431.14,9.0417,1938,-1549,520.12,-86.111,778,-734,391,16525,17092,15246,342.26,16522,16892,15978,282.86,349.04,361,339,5.0147,348.83,357,342,4.3865,0.27083,1,0,0.44909,0.2381,1,0,0.43644,27800,28012,27222,170.49,27383,27892,26984,223.55,49.375,50,49,0.48925,50,51,49,0.35355,0
751.59,752,751,0.49782,751.77,752,751,0.42544,753.22,756,751,0.94076,753.22,755,752,0.73651,133,136,125,1.9551,133.1,135,131,1.3565,0,0,0,0,0.043478,1,0,0.20618,2609.3,3005,940,618.12,1441.4,1739,879,328.44,100.57,102,99,0.68806,100.79,102,100,0.81258,1190.7,1267,1143,22.67,1187.3,1252,1178,12.092,9466.5,9539,9418,30.68,9475,9546,9411,41.829,9036.5,9117,8932,35.27,8995.6,9173,8910,56.759,-1391.5,1560,-3362,1026.9,42.088,1379,-2149,903.2,27.391,30,26,0.93043,27.25,30,26,1.2181,16622,17201,16022,225.96,16371,16830,15937,232.11,19423,20130,19094,282.16,19793,20326,19188,372.82,-86.717,1090,-1067,482.83,-153.19,1006,-762,401.2,16603,17310,15680,370.9,16577,16972,16226,202.08,349.13,359,342,3.8736,348.23,357,341,4.6078,0.26087,1,0,0.44396,0.1,1,0,0.30779,27804,28020,27230,184.19,27315,27592,26946,186.75,49.783,50,49,0.41703,50.25,51,49,0.57735,0
751.38,752,751,0.49137,751.89,752,751,0.31988,753.32,756,752,0.93498,753.39,755,752,0.75042,132.98,136,126,1.8823,133.53,136,131,1.3087,0.021277,1,0,0.14586,0,0,0,0,2615,3016,942,612.11,1444.5,1735,888,323.46,100.74,102,99,0.73627,100.77,102,100,0.75078,1190.8,1262,1138,22.378,1187.5,1255,1175,12.077,9458.7,9526,9392,32.007,9478.9,9539,9415,29.531,9025.3,9117,8936,38.344,9003.2,9099,8936,38.516,-1256.1,2050,-2822,1029,-239.26,759,-1659,858.41,27.681,30,26,1.1054,26.758,30,25,1.8205,16567,17073,16096,223.4,16626,17084,15944,349.34,19432,20128,19060,271.6,19803,20430,19048,425.44,26.404,1136,-969,450.79,-143.7,700,-844,402.51,16706,17912,15954,330.27,16560,16854,16024,195.85,348.66,358,339,3.7664,348.61,356,342,3.8345,0.3617,1,0,0.48569,0.047619,1,0,0.21822,27818,28228,27308,168.63,27375,27760,26974,193.65,49.34,50,49,0.47898,50.235,51,49,0.5623,0
751.51,752,751,0.50529,751.74,752,751,0.4451,753.19,755,751,0.79778,753.25,755,752,0.74413,132.79,137,124,2.5103,132.98,136,130,1.4929,0,0,0,0,0.021277,1,0,0.14586,2603.5,2995,927,608.53,1447.4,1744,887,328.26,100.57,102,99,0.65091,100.51,102,99,0.6314,1190.4,1263,1154,20.568,1187.3,1246,1176,12.97,9470.4,9525,9406,28.522,9487.8,9562,9416,39.956,9022.8,9082,8969,29.242,8991.1,9117,8893,50.04,-1394.9,735,-2960,966.48,48.286,1483,-1788,911.13,27.745,30,26,0.98837,27.182,30,25,1.4886,16540,16930,16089,215.98,16392,17115,15904,287.56,19442,20272,19094,296.62,19794,20532,19096,414.45,-91.532,1050,-748,370.65,-61.519,856,-637,368.71,16504,17160,15158,374.06,16628,16982,16104,238.4,348.64,360,340,4.4106,349.7,360,343,4.9675,0.38298,1,0,0.49137,0.14286,1,0,0.35857,27801,28010,27198,150.6,27360,27848,26968,215.36,49.404,50,49,0.49605,50.235,51,49,0.5623,0
751.5,752,751,0.50553,751.85,753,751,0.41466,753.37,755,751,0.92757,753.36,755,752,0.66271,134.11,141,131,1.8765,133.31,136,131,1.3708,0,0,0,0,0,0,0,0,2582.3,3001,944,634.09,1437.9,1730,887,328.67,100.83,102,100,0.70881,100.57,102,100,0.73726,1191.3,1265,1146,22.149,1188,1251,1176,13.05,9460.2,9532,9416,26.147,9479.1,9563,9411,39.863,9028.7,9139,8962,32.423,8997.3,9114,8919,48.641,-1128.2,2279,-2839,1055.2,-414.38,1476,-1741,672.93,27.696,30,26,1.03,27.156,30,25,1.6286,16606,17053,15997,269.45,16603,17258,15873,323.77,19433,20376,19100,285.89,19790,20454,19054,470.54,-66.565,1058,-891,452.36,82.269,1042,-701,410.95,16653,17146,15974,316.64,16536,16888,15886,271.78,349.76,360,340,4.8998,349.73,356,344,3.8814,0.36957,1,0,0.48802,0.2,1,0,0.41039,27808,28092,27198,182.05,27373,27772,27046,194.58,49.848,50,49,0.36316,49.938,51,49,0.44253,0
751.61,752,751,0.49344,751.83,753,751,0.43028,753.17,755,752,0.76896,753.3,755,752,0.67763,133.24,137,130,1.7151,133.31,136,131,1.3552,0,0,0,0,0.021739,1,0,0.14744,2593.7,2989,931,618,1434.5,1729,883,327.91,100.72,102,99,0.7502,100.64,102,100,0.61768,1190.9,1262,1147,21.417,1188,1243,1178,11.652,9466.2,9528,9424,28.259,9459.9,9542,9414,34.006,9026.7,9090,8952,34.914,9009.1,9108,8928,47.666,-1290.8,999,-3180,935.03,-588.18,833,-2394,1005,27.457,30,26,0.8355,27.125,30,24,1.5606,16616,17108,16129,248.5,16554,17294,16007,319.3,19423,20126,19138,277.91,19787,20444,19042,409.96,4.4783,1224,-847,459.52,-52.538,1006,-743,552.9,16469,17182,15480,297.76,16562,16888,15880,218.52,349.3,357,337,5.0194,348.55,359,342,4.4048,0.19565,1,0,0.40109,0.15,1,0,0.36635,27789,27998,27266,156.66,27313,27518,26938,176.55,49.326,50,49,0.47396,50,51,49,0.36515,0
751.57,752,751,0.49977,751.85,752,751,0.36142,753.26,755,752,0.73627,753.33,755,752,0.71181,133.26,137,125,1.9942,133.31,136,131,1.1938,0,0,0,0,0,0,0,0,2604.5,3005,935,610.31,1439.2,1726,885,325.17,100.57,102,100,0.71459,100.65,102,100,0.71991,1190.5,1261,1138,21.415,1187.3,1245,1178,10.574,9467,9521,9419,28.63,9480.2,9543,9421,34.419,9033.6,9095,8950,33.363,9000.4,9151,8930,40.29,-1152.9,1243,-2692,860.2,-515.57,803,-2639,791.94,27.17,30,25,1.3724,26.909,30,24,1.9099,16684,17165,16215,271.57,16647,17226,15816,388.56,19431,20346,19146,288.89,19757,20446,19018,429.25,-57.213,1140,-773,496.52,-16.481,1008,-601,465.59,16593,17106,15256,314.8,16566,17072,16116,236.72,350.04,360,343,4.0538,348.7,355,342,3.6486,0.25532,1,0,0.44075,0.095238,1,0,0.30079,27814,27992,27238,149.61,27360,27804,26958,188.83,49.766,50,49,0.42798,50.176,51,50,0.39295,0
751.67,752,750,0.51873,751.87,752,751,0.34464,753.37,755,752,0.67852,753.38,754,752,0.6667,133.39,136,131,1.3413,133.1,136,131,1.2246,0.021739,1,0,0.14744,0.021739,1,0,0.14744,2615,2984,925,599.24,1401.6,1716,882,324.41,100.76,102,100,0.70505,100.79,102,100,0.75015,1190.9,1259,1144,21.028,1187.5,1256,1179,12.335,9465.9,9513,9402,33.923,9487.8,9543,9417,31.722,9025.1,9119,8944,40.2,8986.8,9117,8905,52.451,-1216,2392,-2442,1053.7,-399.41,780,-2118,637.94,27.587,30,26,1.0662,27.156,29,25,1.568,16549,16926,15901,211.54,16517,17143,15966,359.95,19437,20286,19028,279.61,19849,20336,19032,385.47,14.478,1188,-1095,482.44,-21.731,792,-722,408.79,16520,17588,15334,338.04,16541,17022,16136,230.62,349.26,361,340,4.9997,350.14,361,343,4.0272,0.30435,1,0,0.46522,0.1,1,0,0.30779,27791,27964,27312,152.05,27370,27518,27018,180.65,49.196,50,49,0.40109,49.938,51,49,0.44253,0
